open_ports_count,has_control_port,has_telemetry_port,has_video_port,has_mavlink,has_unknown_protocol,wifi_security_level,ping_loss,avg_latency_ms,diag_success,label
5,1,1,1,1,0,2,3.7,70.6,1,Suspicious
0,0,0,0,0,0,1,0.4,46.3,1,Normal
2,1,1,0,0,0,2,6.2,39.0,1,Normal
4,1,1,0,0,0,1,5.5,67.7,1,Suspicious
2,1,1,0,0,1,2,5.1,52.3,1,Suspicious
0,0,0,0,0,0,1,7.4,48.4,1,Normal
2,1,0,0,0,0,2,0.4,43.8,1,Normal
1,0,0,1,1,0,2,67.4,693.5,0,Suspicious
1,1,0,0,0,0,2,0.5,34.5,1,Normal
4,1,1,1,1,0,1,0.4,43.7,1,Attack
3,1,1,1,0,0,1,4.9,50.9,1,Suspicious
3,1,1,1,0,1,0,6.3,77.1,1,Attack
4,1,1,0,0,0,2,0.9,48.2,1,Normal
4,1,1,1,1,0,2,11.6,194.3,1,Attack
2,0,1,1,1,0,0,4.1,55.3,1,Suspicious
4,1,1,1,0,0,0,5.0,72.7,1,Attack
3,1,1,1,0,0,2,6.2,57.2,1,Suspicious
2,0,1,1,1,0,2,0.9,37.4,1,Suspicious
1,0,1,0,0,1,0,1.9,45.9,1,Suspicious
2,1,1,0,1,0,2,7.0,64.6,1,Suspicious
2,1,0,1,1,0,2,1.0,41.1,1,Suspicious
0,0,0,0,0,0,1,6.8,48.7,1,Normal
3,1,1,0,0,0,2,5.5,43.5,1,Normal
3,1,1,0,1,1,2,0.3,59.9,1,Suspicious
2,0,1,0,0,0,2,7.2,36.7,1,Normal
3,0,1,0,0,0,2,3.3,33.9,1,Normal
0,0,0,0,1,0,1,30.0,100.1,1,Suspicious
2,1,0,1,0,0,2,5.4,54.6,1,Normal
3,1,1,0,1,1,2,1.5,57.8,1,Suspicious
3,1,1,0,1,0,2,3.4,62.8,1,Suspicious
4,1,1,0,0,0,2,1.1,43.9,1,Normal
4,1,1,1,0,1,1,2.2,24.3,1,Attack
2,1,0,1,1,0,0,2.7,27.9,1,Attack
1,0,0,1,0,0,2,3.7,61.1,1,Normal
3,1,0,1,0,0,2,2.3,31.3,1,Normal
2,0,1,0,0,0,0,1.6,77.6,1,Suspicious
1,0,1,0,0,1,0,3.0,79.0,1,Suspicious
1,0,0,1,0,0,2,7.5,32.0,1,Normal
1,0,1,0,1,0,2,5.5,70.6,1,Normal
3,1,1,0,1,1,0,5.5,23.0,1,Attack
0,0,0,0,0,0,1,48.0,324.2,0,Suspicious
2,1,1,0,0,0,0,2.0,54.8,1,Suspicious
2,1,0,0,0,0,2,0.6,77.8,1,Normal
2,1,0,1,1,1,2,3.4,59.1,1,Suspicious
2,0,1,0,0,1,1,5.1,60.7,1,Normal
4,1,1,0,1,0,0,3.4,25.7,1,Attack
4,1,1,1,1,1,2,1.8,21.1,1,Suspicious
1,1,0,0,0,0,2,62.4,515.2,0,Suspicious
1,0,1,0,0,0,1,6.3,48.0,1,Normal
3,1,1,0,1,0,2,4.7,55.6,1,Suspicious
2,0,1,0,0,1,0,1.0,66.7,1,Suspicious
0,0,0,0,1,0,2,1.2,47.5,1,Normal
2,0,1,0,0,0,1,3.8,62.6,1,Normal
2,0,1,1,0,1,2,37.2,475.0,1,Suspicious
1,1,0,0,1,0,2,5.6,40.5,1,Suspicious
3,1,0,1,1,1,0,9.1,88.7,1,Attack
2,1,1,0,0,1,2,1.5,32.6,1,Suspicious
0,0,0,0,0,0,0,6.7,47.7,1,Normal
2,1,0,0,0,1,1,64.5,263.3,0,Attack
3,0,1,1,0,1,2,1.0,60.1,1,Normal
1,1,0,0,1,0,2,4.4,59.5,1,Suspicious
1,0,0,1,0,0,1,7.6,23.0,1,Normal
2,1,0,1,0,0,2,0.0,21.7,1,Normal
3,0,1,1,1,0,0,2.1,54.6,1,Suspicious
4,1,1,0,1,1,2,4.2,58.5,1,Suspicious
2,0,1,0,0,0,2,7.1,69.8,1,Normal
4,1,1,1,0,0,0,24.2,191.3,1,Attack
2,1,1,0,0,0,2,4.3,62.2,1,Normal
3,1,1,1,1,1,0,13.0,89.5,1,Attack
1,1,0,0,0,0,2,2.3,77.8,1,Normal
3,1,0,1,1,0,1,6.1,64.7,1,Attack
6,1,1,1,0,1,2,5.1,78.5,1,Suspicious
2,1,0,1,0,0,2,24.6,197.7,1,Suspicious
4,1,1,0,1,0,2,0.4,43.2,1,Suspicious
3,1,1,0,1,0,2,2.0,72.0,1,Suspicious
2,1,1,0,0,1,0,5.7,48.5,1,Attack
1,0,1,0,0,1,2,3.8,28.8,1,Normal
2,0,1,1,0,1,2,5.0,26.9,1,Normal
1,0,1,0,1,0,1,1.5,33.7,1,Suspicious
3,1,1,0,0,1,1,0.6,60.1,1,Suspicious
3,0,1,1,0,0,1,47.6,560.2,0,Attack
1,1,0,0,1,1,2,1.4,37.3,1,Suspicious
3,1,0,1,0,0,2,17.9,103.8,1,Suspicious
4,1,1,1,1,0,2,1.2,48.9,1,Suspicious
2,0,1,1,0,1,0,7.0,70.8,1,Suspicious
1,0,1,0,1,1,1,5.4,70.8,1,Suspicious
2,1,0,1,0,0,0,60.9,782.4,0,Attack
2,0,1,0,0,0,2,3.9,24.3,1,Normal
2,0,1,1,1,0,2,4.8,37.4,1,Suspicious
3,1,1,1,1,0,2,5.6,34.6,1,Suspicious
0,0,0,0,0,1,2,4.4,59.0,1,Normal
2,1,1,0,0,0,1,0.8,48.8,1,Suspicious
4,1,1,0,0,0,1,2.4,50.8,1,Suspicious
0,0,0,0,1,0,0,6.9,71.5,1,Suspicious
4,1,1,1,0,1,2,12.3,154.2,1,Attack
2,0,1,1,1,0,2,1.9,49.5,1,Suspicious
1,0,0,1,1,0,2,6.3,67.9,1,Normal
4,1,1,0,1,0,2,5.0,26.2,1,Suspicious
1,0,1,0,0,0,0,4.5,53.6,1,Suspicious
3,1,1,1,1,1,2,16.9,109.1,1,Attack
2,1,0,1,0,1,1,4.8,59.1,1,Suspicious
3,0,1,1,0,0,2,4.9,49.4,1,Normal
3,1,1,0,1,0,0,7.6,28.1,1,Attack
1,0,1,0,0,0,2,4.6,68.0,1,Normal
1,0,1,0,1,0,2,1.6,62.2,1,Normal
3,1,1,0,0,0,2,1.2,42.9,1,Normal
3,1,1,1,0,0,2,3.5,25.7,1,Suspicious
2,1,1,0,0,0,2,1.5,69.9,1,Normal
3,1,1,1,0,1,1,55.1,639.2,0,Attack
0,0,0,0,0,1,2,7.7,27.8,1,Normal
2,1,0,1,1,1,0,1.1,28.7,1,Attack
1,0,1,0,1,0,0,1.5,69.3,1,Suspicious
2,0,1,1,0,0,2,6.6,77.4,1,Normal
3,1,1,0,1,0,2,0.9,55.7,1,Suspicious
1,0,0,1,1,1,2,1.9,69.8,1,Suspicious
3,1,1,1,0,1,0,1.2,61.0,1,Attack
2,1,1,0,1,0,2,54.1,771.1,0,Attack
4,1,1,1,1,1,0,4.1,59.4,1,Attack
0,0,0,0,0,1,2,6.6,49.2,1,Normal
4,1,1,0,0,0,2,2.5,39.8,1,Normal
3,1,1,1,0,0,2,4.3,41.9,1,Suspicious
3,1,0,1,1,0,0,7.9,59.0,1,Attack
3,1,0,0,0,1,2,5.3,46.0,1,Normal
2,1,0,1,1,0,2,5.8,39.2,1,Suspicious
3,1,1,1,1,1,0,69.5,724.3,0,Attack
2,0,1,0,0,0,2,3.4,69.7,1,Normal
4,1,1,0,0,0,1,1.4,64.7,1,Suspicious
2,0,1,1,1,0,1,7.9,68.5,1,Suspicious
3,1,1,0,1,0,2,1.7,68.8,1,Suspicious
2,0,1,1,0,1,0,7.6,66.6,1,Suspicious
3,1,1,0,1,1,0,6.9,21.4,1,Attack
3,1,1,1,1,0,2,6.4,28.2,1,Suspicious
4,1,1,1,0,0,2,1.6,70.8,1,Suspicious
3,0,1,1,1,1,2,1.9,67.7,1,Suspicious
2,0,1,0,1,0,2,6.0,71.3,1,Normal
3,1,1,0,0,1,2,5.9,45.7,1,Suspicious
5,1,1,0,1,0,2,1.0,46.2,1,Suspicious
3,0,1,1,0,0,2,5.1,66.3,1,Normal
3,1,1,0,1,0,1,12.1,191.1,1,Attack
3,1,1,0,1,0,2,41.7,202.3,0,Attack
0,0,0,0,1,1,2,7.7,41.1,1,Normal
4,1,1,0,1,1,0,5.6,79.8,1,Attack
3,1,1,0,1,0,2,9.2,177.3,1,Suspicious
5,1,1,1,0,0,2,3.9,28.7,1,Suspicious
3,1,1,0,0,0,0,0.4,73.6,1,Suspicious
4,1,1,1,0,1,2,4.8,49.3,1,Suspicious
2,1,1,0,1,1,2,6.0,39.2,1,Suspicious
3,1,1,1,1,0,2,6.4,22.3,1,Suspicious
2,1,0,0,1,1,1,6.9,43.4,1,Attack
4,1,1,1,1,0,2,70.3,225.4,0,Attack
2,0,1,0,0,0,2,3.6,44.4,1,Normal
1,0,1,0,1,0,2,6.1,41.0,1,Normal
2,0,1,0,0,0,0,5.5,35.1,1,Suspicious
2,1,1,0,0,0,2,6.6,53.8,1,Normal
3,0,1,1,0,0,0,6.9,45.5,1,Suspicious
2,1,0,1,0,0,2,75.2,510.1,0,Attack
4,1,1,0,0,0,2,7.0,37.8,1,Normal
1,1,0,0,0,0,0,3.4,44.7,1,Suspicious
3,0,1,1,0,1,2,7.9,23.2,1,Normal
2,1,0,1,0,0,2,57.7,311.5,0,Suspicious
4,1,1,1,1,1,2,5.5,61.6,1,Suspicious
2,0,1,1,0,1,2,65.5,368.5,0,Suspicious
4,1,1,0,1,0,2,4.9,28.9,1,Suspicious
5,1,1,1,1,0,2,1.8,74.2,1,Suspicious
0,0,0,0,1,0,2,13.5,159.3,1,Suspicious
4,1,1,1,0,0,0,1.9,28.6,1,Attack
0,0,0,0,0,0,2,0.6,25.2,1,Normal
0,0,0,0,0,0,2,6.7,63.9,1,Normal
4,1,1,1,0,0,2,9.7,169.3,1,Suspicious
1,1,0,0,0,0,1,6.0,64.6,1,Suspicious
4,1,1,0,0,0,1,2.8,51.1,1,Suspicious
4,1,1,1,1,0,0,7.5,44.1,1,Attack
0,0,0,0,0,0,2,16.1,103.9,1,Normal
4,1,1,0,0,1,2,3.4,31.8,1,Suspicious
4,1,1,1,0,0,1,6.1,58.9,1,Suspicious
3,0,1,1,1,0,1,5.2,23.7,1,Suspicious
3,1,1,1,0,0,2,11.9,151.5,1,Suspicious
1,0,1,0,1,0,2,1.5,77.2,1,Normal
2,0,1,1,0,1,2,1.0,22.6,1,Normal
1,1,0,0,0,0,2,1.2,32.3,1,Normal
2,0,1,0,0,0,1,0.8,72.0,1,Normal
4,1,1,1,1,0,2,1.1,31.7,1,Suspicious
2,0,1,1,0,0,2,2.8,67.7,1,Normal
1,0,1,0,1,0,2,7.7,21.3,1,Normal
2,0,1,0,0,0,1,0.8,76.6,1,Normal
2,0,1,0,0,0,2,0.1,70.7,1,Normal
2,0,1,1,0,1,0,0.6,24.4,1,Suspicious
3,1,1,0,1,0,1,6.5,26.0,1,Attack
3,1,1,0,0,0,0,7.0,33.1,1,Suspicious
2,0,1,1,0,0,2,0.9,27.0,1,Normal
3,0,1,1,1,0,0,1.7,57.4,1,Suspicious
1,1,0,0,0,0,2,1.5,55.8,1,Normal
2,1,0,0,1,1,2,0.9,51.9,1,Suspicious
4,1,1,1,0,1,1,4.6,53.7,1,Attack
3,1,1,0,1,1,2,1.9,79.9,1,Suspicious
3,1,1,1,0,0,1,39.6,419.4,1,Attack
5,1,1,0,1,0,2,1.6,55.4,1,Suspicious
3,1,1,1,1,1,1,8.6,183.8,1,Attack
3,0,1,1,1,1,2,2.6,32.1,1,Suspicious
1,1,0,0,1,0,1,4.3,45.0,1,Suspicious
1,0,0,1,0,0,0,5.0,52.9,1,Suspicious
2,1,0,1,0,1,2,18.3,110.1,1,Suspicious
1,1,0,0,1,0,2,7.7,61.0,1,Suspicious
2,0,1,1,1,0,2,0.9,50.3,1,Suspicious
4,1,1,0,1,0,1,4.6,74.2,1,Attack
3,0,1,0,0,0,2,15.1,182.7,1,Normal
1,0,1,0,1,0,1,1.0,69.4,1,Suspicious
1,0,1,0,0,0,2,1.2,63.3,1,Normal
4,1,1,1,1,0,2,27.0,121.7,1,Suspicious
2,1,1,0,0,0,2,0.8,23.6,1,Normal
1,0,1,0,0,0,2,10.2,86.7,1,Normal
0,0,0,0,0,0,2,2.7,23.7,1,Normal
1,0,0,1,0,0,2,3.2,72.7,1,Normal
1,0,1,0,1,1,2,11.3,183.3,1,Suspicious
3,1,1,1,1,1,1,7.0,23.2,1,Attack
4,1,1,1,0,1,2,4.0,36.9,1,Suspicious
3,1,0,1,0,0,2,21.3,81.1,1,Suspicious
4,1,1,0,1,0,2,3.9,36.9,1,Suspicious
4,1,1,1,0,0,1,25.5,101.0,1,Attack
2,1,1,0,1,0,2,7.1,50.9,1,Suspicious
3,1,1,0,0,0,2,25.4,181.2,1,Suspicious
2,0,1,1,0,0,2,63.4,745.0,0,Suspicious
4,1,1,1,0,1,2,5.5,70.8,1,Suspicious
2,0,1,0,1,0,2,5.6,31.1,1,Normal
1,0,1,0,0,1,1,0.6,54.7,1,Normal
3,0,1,1,0,0,1,5.2,69.9,1,Suspicious
4,1,1,1,1,1,2,42.2,684.8,0,Attack
1,1,0,0,0,0,2,1.3,38.4,1,Normal
0,0,0,0,0,0,1,23.3,97.4,1,Normal
1,0,1,0,0,0,0,2.5,45.2,1,Suspicious
2,1,0,1,1,0,2,2.6,42.6,1,Suspicious
2,1,0,0,1,1,1,0.0,53.2,1,Attack
2,0,1,1,0,0,1,5.8,69.6,1,Suspicious
2,0,1,0,0,0,0,5.0,73.0,1,Suspicious
3,1,1,0,0,0,1,50.9,337.0,0,Attack
2,1,1,0,1,1,2,4.1,75.0,1,Suspicious
2,0,1,1,0,0,0,27.1,193.9,1,Suspicious
4,1,1,0,1,1,2,4.1,20.8,1,Suspicious
1,0,1,0,1,0,1,4.9,46.8,1,Suspicious
3,1,1,1,0,1,0,4.5,55.4,1,Attack
2,1,0,0,1,0,2,65.3,232.9,0,Suspicious
3,1,0,1,0,0,0,5.8,25.4,1,Suspicious
3,1,1,1,0,0,0,2.2,74.0,1,Attack
2,1,0,1,1,0,2,4.8,74.3,1,Suspicious
5,1,1,1,1,1,2,5.8,25.9,1,Suspicious
1,0,1,0,0,1,1,0.6,57.0,1,Normal
1,0,1,0,0,0,1,41.5,634.3,0,Suspicious
3,0,1,1,0,0,0,4.6,76.1,1,Suspicious
0,0,0,0,0,1,1,3.2,49.1,1,Normal
1,1,0,0,1,0,2,6.8,59.9,1,Suspicious
1,0,1,0,0,0,1,4.1,28.1,1,Normal
0,0,0,0,1,0,2,54.9,576.5,0,Suspicious
0,0,0,0,0,1,0,7.5,57.1,1,Suspicious
1,1,0,0,0,0,2,3.2,78.6,1,Normal
1,0,1,0,0,0,2,2.0,56.7,1,Normal
4,1,1,0,0,0,2,5.5,64.4,1,Normal
3,1,1,1,0,0,2,7.9,55.5,1,Suspicious
1,1,0,0,0,1,2,3.5,54.3,1,Normal
1,0,0,1,1,0,1,7.5,56.3,1,Suspicious
2,0,1,1,0,0,1,54.4,666.5,0,Attack
1,0,1,0,1,1,2,1.2,76.1,1,Suspicious
3,1,1,1,0,0,2,10.2,186.6,1,Suspicious
1,1,0,0,1,0,0,2.4,77.9,1,Attack
0,0,0,0,1,1,0,0.8,39.7,1,Suspicious
3,1,1,0,1,1,2,4.0,69.9,1,Suspicious
3,1,1,0,1,1,0,8.0,23.9,1,Attack
0,0,0,0,0,0,2,6.2,74.1,1,Normal
3,1,1,1,1,0,2,5.2,68.8,1,Suspicious
1,0,0,1,0,0,0,7.5,38.3,1,Suspicious
2,1,0,1,1,0,1,7.4,79.0,1,Attack
2,1,0,1,1,0,2,1.8,26.0,1,Suspicious
2,1,1,0,1,1,2,5.6,57.0,1,Suspicious
2,0,1,1,1,0,0,4.1,25.0,1,Suspicious
2,1,0,0,1,0,2,1.4,43.7,1,Suspicious
0,0,0,0,1,1,2,2.1,72.9,1,Normal
1,0,1,0,0,1,2,0.0,42.5,1,Normal
2,1,1,0,0,1,1,0.5,73.3,1,Suspicious
4,0,1,1,0,0,1,6.3,68.1,1,Suspicious
4,1,1,1,1,1,1,40.4,313.6,0,Attack
2,1,1,0,0,0,2,6.3,63.7,1,Normal
2,0,1,1,0,0,2,7.0,79.6,1,Normal
2,1,0,1,0,0,1,1.7,49.6,1,Suspicious
2,1,0,1,0,0,2,3.2,45.8,1,Normal
3,1,1,1,0,0,2,5.5,26.8,1,Suspicious
0,0,0,0,1,1,2,7.0,49.8,1,Normal
1,0,0,1,0,0,2,2.2,39.2,1,Normal
1,0,1,0,0,0,2,4.5,33.0,1,Normal
0,0,0,0,0,0,2,30.2,435.2,1,Normal
2,1,1,0,0,0,1,14.4,162.7,1,Attack
2,0,1,1,1,0,2,6.0,58.5,1,Suspicious
4,1,1,1,1,0,1,1.7,55.4,1,Attack
1,0,0,1,0,0,2,4.1,62.1,1,Normal
2,1,0,0,1,0,1,0.7,22.2,1,Suspicious
1,0,0,1,0,0,2,47.0,711.2,0,Suspicious
1,0,1,0,0,0,2,2.3,44.8,1,Normal
2,0,1,0,0,0,2,1.3,50.7,1,Normal
3,1,1,0,1,0,0,7.9,59.6,1,Attack
0,0,0,0,0,0,2,7.1,64.2,1,Normal
2,1,0,0,1,0,2,5.2,28.4,1,Suspicious
2,1,0,0,0,0,2,6.9,55.9,1,Normal
0,0,0,0,0,0,1,1.0,36.6,1,Normal
3,1,1,1,0,1,0,54.4,222.9,0,Attack
2,1,1,0,0,1,2,77.7,786.1,0,Attack
2,1,1,0,0,0,2,0.7,38.6,1,Normal
3,1,1,1,0,0,2,9.5,80.9,1,Suspicious
3,1,0,0,1,0,2,3.7,54.5,1,Suspicious
4,1,0,1,0,0,2,17.5,153.1,1,Suspicious
0,0,0,0,0,0,2,27.6,169.2,1,Normal
0,0,0,0,0,0,2,5.3,69.6,1,Normal
2,0,1,1,0,1,2,21.7,147.3,1,Suspicious
0,0,0,0,0,1,2,0.2,44.5,1,Normal
1,1,0,0,1,1,0,2.1,44.4,1,Attack
3,1,1,1,0,1,2,6.1,74.9,1,Suspicious
4,1,1,1,0,0,2,6.7,43.4,1,Suspicious
2,1,0,1,0,0,2,6.7,73.6,1,Normal
2,1,0,1,0,1,2,20.0,146.4,1,Suspicious
1,0,0,1,1,0,1,3.1,70.0,1,Suspicious
1,1,0,0,1,0,0,2.5,52.5,1,Attack
3,1,1,1,1,0,2,4.1,30.9,1,Suspicious
2,1,1,0,0,1,1,51.1,759.9,0,Attack
2,0,1,0,0,0,1,1.0,39.7,1,Normal
4,1,1,0,0,0,2,1.2,58.2,1,Normal
0,0,0,0,0,0,1,3.1,55.2,1,Normal
3,1,1,0,0,0,1,0.3,46.4,1,Suspicious
3,1,1,1,1,0,0,1.5,41.3,1,Attack
2,1,1,0,0,0,2,4.3,29.5,1,Normal
6,1,1,1,0,0,2,2.8,51.2,1,Suspicious
3,1,1,1,0,1,2,7.9,36.4,1,Suspicious
1,0,1,0,1,0,0,3.8,50.9,1,Suspicious
1,1,0,0,0,0,1,7.7,25.6,1,Suspicious
2,1,1,0,1,0,2,7.1,28.9,1,Suspicious
2,0,1,0,0,1,1,7.2,33.3,1,Normal
4,1,1,1,0,0,2,4.8,27.6,1,Suspicious
1,0,0,1,1,0,2,1.1,33.9,1,Normal
0,0,0,0,0,0,1,4.0,39.0,1,Normal
4,1,1,0,1,0,1,4.5,50.1,1,Attack
0,0,0,0,0,0,2,3.4,23.9,1,Normal
1,1,0,0,0,0,2,12.0,93.4,1,Normal
4,1,1,1,0,0,2,2.7,35.5,1,Suspicious
4,1,1,1,0,1,2,2.3,66.8,1,Suspicious
1,0,0,1,0,1,0,1.1,20.9,1,Suspicious
1,1,0,0,0,0,2,29.7,130.9,1,Normal
3,1,1,1,1,0,1,7.2,77.5,1,Attack
1,1,0,0,1,1,2,6.7,40.7,1,Suspicious
3,1,1,0,0,0,2,1.0,40.3,1,Normal
2,0,1,1,0,0,2,52.5,612.3,0,Suspicious
1,0,1,0,0,0,1,3.3,46.1,1,Normal
1,0,1,0,0,0,2,2.3,77.2,1,Normal
1,0,1,0,1,1,2,1.8,78.2,1,Suspicious
3,1,1,1,0,1,2,3.2,73.8,1,Suspicious
1,0,1,0,0,0,2,75.8,728.9,0,Suspicious
2,0,1,1,0,0,2,5.6,72.6,1,Normal
3,1,1,0,0,1,2,10.7,116.4,1,Suspicious
1,0,1,0,1,0,1,0.9,59.1,1,Suspicious
1,0,1,0,0,0,0,4.8,75.4,1,Suspicious
5,1,1,1,1,0,0,2.7,63.5,1,Attack
3,1,1,0,0,0,0,7.2,41.8,1,Suspicious
0,0,0,0,0,0,2,1.7,24.1,1,Normal
4,1,1,1,1,0,2,3.9,26.0,1,Suspicious
0,0,0,0,0,0,2,9.1,86.6,1,Normal
1,0,0,1,1,0,1,1.9,71.8,1,Suspicious
3,1,1,1,1,1,2,70.2,535.6,0,Attack
1,0,1,0,1,0,2,53.6,331.5,0,Suspicious
2,1,0,0,1,0,0,26.2,121.1,1,Attack
2,1,0,0,0,1,2,6.1,60.6,1,Normal
1,0,0,1,0,0,1,0.9,22.5,1,Normal
3,1,1,0,0,0,2,4.5,65.6,1,Normal
3,1,1,0,0,0,2,5.8,24.8,1,Normal
2,1,1,0,1,0,2,17.0,149.8,1,Suspicious
3,1,1,0,1,0,2,0.5,56.6,1,Suspicious
0,0,0,0,0,1,1,2.3,20.5,1,Normal
2,1,1,0,1,1,2,47.7,751.6,0,Attack
1,1,0,0,0,0,2,4.1,32.5,1,Normal
2,0,1,1,0,0,2,6.9,30.3,1,Normal
4,1,1,1,1,0,1,3.7,20.6,1,Attack
2,1,1,0,0,0,2,4.6,66.8,1,Normal
4,1,1,1,1,0,2,2.7,60.4,1,Suspicious
4,1,1,1,0,1,2,7.8,73.0,1,Suspicious
2,1,0,1,0,0,2,0.7,66.3,1,Normal
2,0,1,0,0,1,1,59.9,499.6,0,Suspicious
1,0,1,0,0,0,2,0.4,58.6,1,Normal
1,0,1,0,1,0,2,7.2,32.3,1,Normal
4,1,1,1,1,0,2,5.1,58.4,1,Suspicious
3,1,1,1,0,0,2,66.2,735.0,0,Attack
2,1,0,1,0,0,1,6.0,43.3,1,Suspicious
1,1,0,0,0,1,2,0.6,22.1,1,Normal
2,0,1,1,0,1,2,4.4,45.8,1,Normal
1,1,0,0,0,0,0,25.4,121.5,1,Suspicious
2,0,1,1,0,1,0,7.8,26.3,1,Suspicious
2,1,1,0,1,1,1,7.0,75.2,1,Attack
2,0,1,0,1,1,2,19.8,179.9,1,Suspicious
3,1,1,0,0,1,2,4.7,67.0,1,Suspicious
3,1,1,0,1,0,1,2.4,39.5,1,Attack
1,0,1,0,1,1,2,6.6,48.3,1,Suspicious
0,0,0,0,0,1,2,4.9,74.1,1,Normal
2,1,1,0,0,1,2,5.6,53.7,1,Suspicious
3,1,1,1,1,1,2,26.8,92.8,1,Attack
2,1,0,1,0,1,2,19.6,191.0,1,Suspicious
4,1,1,0,0,1,1,2.6,68.5,1,Suspicious
3,1,1,0,1,0,0,0.9,65.0,1,Attack
3,1,1,1,1,1,1,75.4,728.0,0,Attack
2,0,1,1,0,0,2,6.3,57.2,1,Normal
4,1,1,1,1,0,0,6.7,22.8,1,Attack
1,0,0,1,1,0,1,1.7,22.7,1,Suspicious
3,1,1,0,0,0,1,9.1,137.2,1,Suspicious
1,0,0,1,1,1,2,4.2,41.5,1,Suspicious
2,0,1,0,0,1,2,4.6,63.3,1,Normal
3,1,0,0,0,0,0,0.9,44.3,1,Suspicious
1,1,0,0,0,0,2,3.0,36.0,1,Normal
2,0,1,0,0,0,2,3.7,37.6,1,Normal
2,0,1,0,0,1,2,2.4,74.2,1,Normal
0,0,0,0,0,1,0,6.3,40.0,1,Suspicious
4,1,1,0,1,0,2,0.5,32.1,1,Suspicious
4,1,0,1,0,1,2,7.5,34.8,1,Suspicious
3,1,1,1,0,1,1,4.2,21.0,1,Attack
1,0,1,0,0,1,2,0.9,23.1,1,Normal
3,0,1,1,0,1,0,28.0,162.1,1,Attack
2,1,1,0,1,0,1,20.5,177.7,1,Attack
2,1,1,0,1,1,2,1.9,35.6,1,Suspicious
3,1,0,0,0,0,1,0.3,48.3,1,Suspicious
1,0,1,0,1,0,2,1.7,24.7,1,Normal
2,1,0,1,0,0,1,7.1,46.4,1,Suspicious
3,1,1,1,1,0,2,5.6,46.8,1,Suspicious
4,1,1,0,0,0,2,5.1,47.0,1,Normal
1,1,0,0,0,1,2,0.8,34.0,1,Normal
1,1,0,0,1,1,2,7.9,43.2,1,Suspicious
1,0,0,1,0,0,2,6.3,49.9,1,Normal
0,0,0,0,0,0,0,3.8,36.2,1,Normal
3,1,1,1,0,0,0,1.8,72.0,1,Attack
4,1,1,1,0,0,2,4.3,65.2,1,Suspicious
0,0,0,0,1,1,0,2.2,38.9,1,Suspicious
4,1,1,1,1,0,0,3.2,49.1,1,Attack
2,0,1,0,0,0,2,2.9,67.5,1,Normal
1,1,0,0,0,1,1,6.0,45.7,1,Suspicious
3,1,1,0,0,0,2,25.7,131.3,1,Suspicious
1,0,1,0,0,1,2,5.8,28.7,1,Normal
5,1,1,1,1,0,2,1.0,36.0,1,Suspicious
0,0,0,0,0,1,1,6.3,57.1,1,Normal
1,0,0,1,0,1,2,5.3,27.8,1,Normal
3,1,1,1,1,0,2,2.9,79.7,1,Suspicious
2,0,1,0,1,0,2,19.4,98.3,1,Suspicious
1,1,0,0,1,0,2,0.4,58.6,1,Suspicious
1,1,0,0,1,0,1,2.3,59.8,1,Suspicious
2,1,1,0,1,0,1,3.9,30.2,1,Attack
1,0,1,0,0,1,2,13.1,167.2,1,Suspicious
1,0,0,1,0,1,2,3.4,47.8,1,Normal
1,1,0,0,0,0,2,1.5,43.5,1,Normal
2,1,1,0,0,1,1,8.0,25.9,1,Suspicious
3,1,0,1,0,0,2,2.2,59.7,1,Normal
3,1,1,0,0,0,1,6.5,60.8,1,Suspicious
0,0,0,0,0,0,1,2.1,43.3,1,Normal
5,1,1,1,1,1,2,3.4,73.0,1,Suspicious
4,1,1,1,1,0,2,3.7,37.1,1,Suspicious
2,0,1,0,0,0,0,14.6,112.3,1,Suspicious
1,1,0,0,1,1,2,7.1,54.1,1,Suspicious
2,1,0,0,1,1,2,4.0,40.0,1,Suspicious
1,0,1,0,0,0,2,2.5,69.8,1,Normal
3,1,1,0,0,0,2,5.0,64.1,1,Normal
3,0,1,1,1,1,0,6.1,67.0,1,Attack
2,1,0,1,0,0,2,4.4,28.4,1,Normal
3,1,1,1,0,0,1,4.1,39.0,1,Suspicious
3,1,1,1,0,0,1,3.7,64.4,1,Suspicious
3,1,1,1,1,0,2,2.3,43.8,1,Suspicious
2,0,1,1,1,0,2,4.8,77.1,1,Suspicious
2,1,1,0,0,1,2,2.9,55.9,1,Suspicious
1,0,1,0,0,1,2,0.5,36.5,1,Normal
1,0,0,1,1,0,1,16.7,148.2,1,Suspicious
2,0,1,0,0,0,1,3.0,36.1,1,Normal
2,1,1,0,0,0,2,3.2,71.5,1,Normal
1,1,0,0,1,0,2,11.0,171.6,1,Suspicious
1,0,0,1,0,0,2,0.2,62.4,1,Normal
3,1,1,1,0,0,2,2.9,78.7,1,Suspicious
3,1,1,1,1,1,2,7.3,33.6,1,Suspicious
3,1,1,1,0,0,2,29.2,191.4,1,Suspicious
3,0,1,1,0,1,2,37.4,618.1,0,Attack
3,1,1,1,1,1,2,2.4,70.0,1,Suspicious
4,1,1,0,0,1,2,57.2,373.7,0,Attack
1,0,1,0,0,0,2,14.8,158.9,1,Normal
2,1,1,0,0,0,1,42.4,425.8,0,Attack
3,1,1,0,1,0,2,1.5,35.6,1,Suspicious
